,Book,Chapter,Start Verse,End Verse,Summary
2967,ECC,11,9,10,"and the day ofjudgment in the days of youth, are to be thought on."
2968,ECC,12,1,7,The Creator is to be remembered in due time.
2969,ECC,12,8,12,The preacher's care to edify.
2970,ECC,12,13,14,The fear of God is the chief antidote of vanity.
2971,SNG,1,1,4,The church's love unto Christ.
2972,SNG,1,5,6,"She confesses her deformity,"
2973,SNG,1,7.,7,and prays to be directed to his flock.
2974,SNG,1,8.,8,Christ directs her to the shepherd's tents;
2975,SNG,1,9,10,"and shewing his love to her,"
2976,SNG,1,11.,11,gives her gracious promises.
2977,SNG,1,12,17,The church and Christ congratulate one another.
2978,SNG,2,1,7,The mutual love of Christ and his church.
2979,SNG,2,8,9,"The hope,"
2980,SNG,2,10,13,and calling of the church.
2981,SNG,2,14,15,Christ's care of the church.
2982,SNG,2,16,17,"The profession of the church, her faith, and hope."
2983,SNG,3,1,5,The church's fight and victory in temptation.
2984,SNG,3,6,11,The church glories in Christ.
2985,SNG,4,1,7,Christ sets forth the graces of the church.
2986,SNG,4,8,15,He shews his love to her.
2987,SNG,4,16.,16,The church prays to be made fit for his presence.
2988,SNG,5,1.,1,Christ awakes the church with his calling.
2989,SNG,5,2,8,"The church having a taste of Christ's love, is sick of love."
2990,SNG,5,9,16,A description of Christ by his graces.
2991,SNG,6,1,3,The church professes her faith in Christ.
2992,SNG,6,4,9,Christ shews the graces of the church;
2993,SNG,6,10,13,and his love towards her.
2994,SNG,7,1,9,A further description of the church's graces.
2995,SNG,7,10,13,The church professes her faith and desire.
2996,SNG,8,1,5,The love of the church to Christ.
2997,SNG,8,6,7,The vehemency of love.
2998,SNG,8,8,13,The calling of the Gentiles.
2999,SNG,8,14.,14,The church prays for Christ's coming.
3000,ISA,1,1,4,Isaiah complains of Judah for her rebellion.
3001,ISA,1,5,9,He laments her judgments.
3002,ISA,1,10,15,He upbraids their whole service.
3003,ISA,1,16,20,"He exhorts to repentance, with promises and threatenings."
3004,ISA,1,21,24,"Bewailing their wickedness, he denounces God's judgments."
3005,ISA,1,25,27,He promises grace;
3006,ISA,1,28,31,and threatens destruction to the wicked.
3007,ISA,2,1,5,Isaiah prophesies the coming of Christ's kingdom.
3008,ISA,2,6,9,Wickedness is the cause of God's forsaking.
3009,ISA,2,10,22,"He exhorts to fear, because of the powerful effects of God's majesty."
3010,ISA,3,1,9,The great calamities which come by sin.
3011,ISA,3,10,11,The different reward of the righteous and wicked.
3012,ISA,3,12,15,The oppression and covetousness of the rulers.
3013,ISA,3,16,24,The judgments which shall be for the pride of the women.
3014,ISA,3,25,26,The general desolation.
3015,ISA,4,1,6,"In the extremity of evils, Christ's kingdom shall be a sanctuary."
3016,ISA,5,1,7,"Under the parable of a vineyard, God excuses his severe judgment."
3017,ISA,5,8,10,His judgments upon covetousness;
3018,ISA,5,11,12,upon lasciviousness;
3019,ISA,5,13,19,upon impiety;
3020,ISA,5,20,25,and upon injustice.
3021,ISA,5,26,30,The executioners of God's judgments.
3022,ISA,6,1,4,"Isaiah, in a vision of the Lord in his glory,"
3023,ISA,6,5,7,"being terrified, has apprehensions removed."
3024,ISA,6,8,12,"He offers himself, and is sent to shew the obstinacy of the people unto their desolation."
3025,ISA,6,13.,13,A remnant shall be saved.
3026,ISA,7,1,9,"Ahaz, being troubled with fear of Rezin and Pekah, is comforted by Isaiah."
3027,ISA,7,10,16,"Ahaz, having liberty to choose a sign, and refusing it, hath for a sign, Christ promised."
3028,ISA,7,17,25,His judgment is prophesied to come by Assyria.
3029,ISA,8,1,4,"In Maher-shalal-hash-baz, he prophesies that Syria and Israel shall be subdued by Assyria."
3030,ISA,8,5,8,Judah likewise for their infidelity.
3031,ISA,8,9,10,God's judgments shall be irresistible.
3032,ISA,8,11,18,Comfort shall be to them that fear God.
3033,ISA,8,19,22,Great afflictions to idolaters.
3034,ISA,9,1,7,"What joy shall be in the midst of afflictions, by the birth and kingdom of Christ."
3035,ISA,9,8,12,"The judgments upon Israel for their pride,"
3036,ISA,9,13,17,"for their hypocrisy,"
3037,ISA,9,18,21,and for their impenitency.
3038,ISA,10,1,4,The woe of tyrants.
3039,ISA,10,5,19,"Assyria, the rod of hypocrites, for his pride shall be broken."
3040,ISA,10,20,23,A remnant of Israel shall be saved.
3041,ISA,10,24,34,Judah is comforted with promise of deliverance from Assyria.
3042,ISA,11,1,9,The peaceable kingdom of the Branch out of the root of Jesse.
3043,ISA,11,10,16,"The victorious restoration of Israel, and vocation of the Gentiles."
3044,ISA,12,1,6,A joyful thanksgiving of the faithful for the mercies of God.
3045,ISA,13,1,5,God musters the armies of his wrath.
3046,ISA,13,6,18,He threatens to destroy Babylon by the Medes.
3047,ISA,13,19,22,The desolation of Babylon.
3048,ISA,14,1,2,God's merciful restoration of Israel.
3049,ISA,14,3,23,Their triumphant exultation over Babel.
3050,ISA,14,24,28,God's purpose against Assyria.
3051,ISA,14,29,32,Palestina is threatened.
3052,ISA,15,1,9,The lamentable state of Moab.
3053,ISA,16,1,5,Moab is exhorted to yield obedience to the throne of David.
3054,ISA,16,6,8,Moab is threatened for her pride.
3055,ISA,16,9,11,The prophet bewails her.
3056,ISA,16,12,14,The judgment of Moab.
3057,ISA,17,1,5,Syria and Israel are threatened.
3058,ISA,17,6,8,A remnant shall forsake idolatry.
3059,ISA,17,9,11,The rest shall be plagued for their impiety.
3060,ISA,17,12,14,The woe of Israel's enemies.
3061,ISA,18,1,6,"God, in care of his people, will destroy the Ethiopians."
3062,ISA,18,7.,7,An accession thereby shall be made to the church.
3063,ISA,19,1,10,The confusion of Egypt.
3064,ISA,19,11,17,The foolishness of their princes.
3065,ISA,19,18,22,The calling of Egypt into the church.
3066,ISA,19,23,25,"The covenant of Egypt, Assyria, and Israel."
3067,ISA,20,1,6,A type prefiguring the shameful captivity of Egypt and Ethiopia.
3068,ISA,21,1,10,"The prophet, bewailing the captivity of his people, sees in a vision the fall of Babylon by the Medes and Persians."
3069,ISA,21,11,12,"Edom, scorning the prophet, is moved to repentance."
3070,ISA,21,13,17,The set time of Arabia's calamity.
3071,ISA,22,1,7,The prophet laments the invasion of Jewry.
3072,ISA,22,8,14,He reproves their human wisdom and worldly joy.
3073,ISA,22,15,19,"He prophesies Shebna's deprivation,"
3074,ISA,22,20,25,"and the substitution of Eliakim, prefiguring the kingdom of Christ."
3075,ISA,23,1,14,The miserable overthrow of Tyre.
3076,ISA,23,15,18,Her restoration and whoredoms.
3077,ISA,24,1,12,The doleful judgments of God upon the land.
3078,ISA,24,13,15,A remnant shall joyfully praise him.
3079,ISA,24,16,23,God in his judgments shall advance his kingdom.
3080,ISA,25,1,12,Continued.
3081,ISA,26,1,21,Continued.
3082,ISA,27,1,13,Continued.
3083,ISA,28,1,4,The prophet threatens Ephraim for their pride and drunkenness.
3084,ISA,28,5,6,The residue shall be advanced in the kingdom of Christ.
3085,ISA,28,7,8,He rebukes their error;
3086,ISA,28,9,13,their untowardness to learn;
3087,ISA,28,14,15,and their security.
3088,ISA,28,16.,16,Christ the sure foundation is promised.
3089,ISA,28,17,22,Their security shall be tried.
3090,ISA,28,23,29,They are incited to the consideration of God's discreet providence.
3091,ISA,29,1,6,God's heavy judgment upon Jerusalem.
3092,ISA,29,7,8,The unsatiableness of her enemies.
3093,ISA,29,9,12,"The senselessness,"
3094,ISA,29,13,16,and deep hypocrisy of the Jews.
3095,ISA,29,17,24,A promise of sanctification to the godly.
3096,ISA,30,1,7,"The prophet threatens the people for their confidence in Egypt,"
3097,ISA,30,8,17,and contempt of God's word.
3098,ISA,30,18,26,God's mercies towards his church.
3099,ISA,30,27,33,"God's wrath and the people's joy, in the destruction of Assyria."
3100,ISA,31,1,5,"The prophet shews the folly and danger of trusting to Egypt, and forsaking God."
3101,ISA,31,6,7,He exhorts to conversion.
3102,ISA,31,8,9,He shews the fall of Assyria.
3103,ISA,32,1,8,The blessings of Christ's kingdom.
3104,ISA,32,9,14,Desolation is foreshewn.
3105,ISA,32,15,20,Restoration is promised to succeed.
3106,ISA,33,1,12,God's judgments against the enemies of the church.
3107,ISA,33,13,24,"The consternation of sinners, and privileges of the godly."
3108,ISA,34,1,10,The judgments wherewith God revenges his church.
3109,ISA,34,11,15,The desolation of her enemies.
3110,ISA,34,16,17,The certainty of the prophecy.
3111,ISA,35,1,2,The joyful flourishing of Christ's kingdom.
3112,ISA,35,3,10,The weak are encouraged by the virtues and privileges of the Gospel.
3113,ISA,36,1.,1,Sennacherib invades Judah.
3114,ISA,36,2,21,"Rabshakeh, sent by Sennacherib, by blasphemous persuasions solicits the people to revolt."
3115,ISA,36,22.,22,His words are told to Hezekiah.
3116,ISA,37,1,5,"Hezekiah mourning, sends to Isaiah to pray for them."
3117,ISA,37,6,7,Isaiah comforts them.
3118,ISA,37,8,13,"Sennacherib, going to encounter Tirhakah, sends a blasphemous letter to Hezekiah."
3119,ISA,37,14,20,Hezekiah's prayer.
3120,ISA,37,21,35,"Isaiah's prophecy of the pride and destruction of Sennacherib, and the good of Zion."
3121,ISA,37,36.,36,An angel slays the Assyrians.
3122,ISA,37,37,38,Sennacherib is slain at Nineveh by his own sons.
3123,ISA,38,1,7,"Hezekiah, having received a message of death, by prayer has his life lengthened."
3124,ISA,38,8.,8,"The sun goes ten degrees backward, for a sign of that promise."
3125,ISA,38,9,22,His song of thanksgiving.
3126,ISA,39,1,2,"Merodach-baladan, sending to visit Hezekiah because of the wonder, has notice of his treasures."
3127,ISA,39,3,8,"Isaiah, understanding thereof, foretells the Babylonian captivity."
3128,ISA,40,1,2,The promulgation of the Gospel.
3129,ISA,40,3,8,The preaching of John Baptist.
3130,ISA,40,9,11,The preaching of the apostles.
3131,ISA,40,12,17,"The prophet, by the omnipotency of God,"
3132,ISA,40,18,25,"and his incomparableness,"
3133,ISA,40,26,31,comforts the people.
3134,ISA,41,1,9,"God expostulates with his people, about his mercies to the church;"
3135,ISA,41,10,20,about his promises;
3136,ISA,41,21,29,and about the vanity of idols.
3137,ISA,42,1,4,"The office of Christ, graced with meekness and constancy."
3138,ISA,42,5,9,God's promise unto him.
3139,ISA,42,10,12,An exhortation to praise God for his Gospel.
3140,ISA,42,13,17,"God will manifest himself, and check idolatry."
3141,ISA,42,18,25,He reproves the people of incredulity.
3142,ISA,43,1,7,The Lord comforts the church with his promises.
3143,ISA,43,8,13,He appeals to the people for witness of his omnipotency.
3144,ISA,43,14,17,"He foretells them the destruction of Babylon,"
3145,ISA,43,18,21,and his wonderful deliverance of his people.
3146,ISA,43,22,28,He reproves the people as inexcusable.
3147,ISA,44,1,6,God comforts the church with his promises.
3148,ISA,44,7,8,"The vanity of idols,"
3149,ISA,44,9,20,and folly of idol makers.
3150,ISA,44,21,28,He exhorts to praise God for his redemption and omnipotency.
3151,ISA,45,1,4,God calls Cyrus for his church's sake.
3152,ISA,45,5,19,By his omnipotency he challenges obedience.
3153,ISA,45,20,25,He convinces the idols of vanity by his saving power.
3154,ISA,46,1,2,The idols of Babylon could not save themselves.
3155,ISA,46,3,4,God saves his people to the end.
3156,ISA,46,5,11,"Idols are not comparable to God for power,"
3157,ISA,46,12,13,or present salvation.
3158,ISA,47,1,5,"God's judgment upon Babylon and Chaldea,"
3159,ISA,47,6.,6,"for their unmercifulness,"
3160,ISA,47,7,9,"pride,"
3161,ISA,47,10.,10,"and overboldness,"
3162,ISA,47,11,15,shall be irresistible.
3163,ISA,48,1,8,"God, to convince the people of their foreknown obstinancy, revealed his prophecies."
3164,ISA,48,9,11,He saves them for his own sake.
3165,ISA,48,12,15,"He exhorts them to obedience, because of his power and providence."
3166,ISA,48,16,19,He laments their backwardness.
3167,ISA,48,20,22,He powerfully delivers his people out of Babylon.
3168,ISA,49,1,4,"Christ being sent to the Jews, complains of them."
3169,ISA,49,5,12,He is sent to the Gentiles with gracious promises.
3170,ISA,49,13,17,God's love is perpetual to his church.
3171,ISA,49,18,23,The ample restoration of the church.
3172,ISA,49,24,26,The powerful deliverance out of captivity.
3173,ISA,50,1,4,"Christ shews that the dereliction of the Jews is not to be imputed to him, by his ability to save;"
3174,ISA,50,5,6,by his obedience in that work;
3175,ISA,50,7,9,and by his confidence in that assistance.
3176,ISA,50,10,11,"An exhortation to trust in God, and not in ourselves."
3177,ISA,51,1,2,"An exhortation, after the pattern of Abraham, to trust in Christ,"
3178,ISA,51,3.,3,"by reason of his comfortable promises,"
3179,ISA,51,4,6,"of his righteous salvation,"
3180,ISA,51,7,8,and man's mortality.
3181,ISA,51,9,16,Christ by his sanctified arm defends his from the fear of man.
3182,ISA,51,17,20,"He bewails the afflictions of Jerusalem,"
3183,ISA,51,21,23,and promises deliverance.
3184,ISA,52,1,6,"Christ persuades the church to believe his free redemption,"
3185,ISA,52,7,8,"to receive the ministers thereof,"
3186,ISA,52,9,10,"to joy in the power thereof,"
3187,ISA,52,11,12,and to free themselves from bondage.
3188,ISA,52,13,15,Christ's kingdom shall be exalted.
3189,ISA,53,1,3,"The prophet, complaining of incredulity, excuses the scandal of the cross,"
3190,ISA,53,4,9,"by the benefit of his passion,"
3191,ISA,53,10,12,and the good success thereof.
3192,ISA,54,1,3,"The prophet, for the comfort of the Gentiles, prophesies the amplitude of their church;"
3193,ISA,54,4,5,their safety;
3194,ISA,54,6,10,their certain deliverance out of affliction;
3195,ISA,54,11,14,their fair edification;
3196,ISA,54,15,17,and their sure preservation.
3197,ISA,55,1,5,"The prophet, with the promises of Christ, calls to faith,"
3198,ISA,55,6,7,and to repentance.
3199,ISA,55,8,13,The happy success of them that believe.
3200,ISA,56,1,2,The prophet exhorts to sanctification.
3201,ISA,56,3,8,"He promises it shall be general, without respect of persons."
3202,ISA,56,9,12,He inveighs against blind watchmen.
3203,ISA,57,1,2,The blessed death of the righteous.
3204,ISA,57,3,12,God reproves the Jews for their whorish idolatry.
3205,ISA,57,13,21,He gives promises of mercy to the penitent.
3206,ISA,58,1,7,"The prophet, being sent to reprove hypocrisy, shews the difference between a counterfeit fast and a true."
3207,ISA,58,8,12,"He declares what promises are due unto godliness,"
3208,ISA,58,13,14,and to the keeping of the sabbath.
3209,ISA,59,1,15,"The calamities of the Jews not owing to want of saving power in God, but to their own enormous sins."
3210,ISA,59,16,19,Salvation is only of God.
3211,ISA,59,20,21,The covenant of the Redeemer.
3212,ISA,60,1,14,"The glory of the church in the abundant access of the Gentiles,"
3213,ISA,60,15,22,and the great blessings after a short affliction.
3214,ISA,61,1,3,The office of Christ.
3215,ISA,61,4,6,The forwardness;
3216,ISA,61,7,11,and blessing of the faithful.
3217,ISA,62,1,5,The fervent desire of the prophet to confirm the church in God's promises.
3218,ISA,62,6,9,"The office of the ministers (unto which they are incited) in preaching the Gospel,"
3219,ISA,62,10,12,and preparing the people thereto.
3220,ISA,63,1.,1,"Christ shews who he is,"
3221,ISA,63,2,6,"what his victory over his enemies,"
3222,ISA,63,7,9,and what his mercy toward his church.
3223,ISA,63,10,14,In his just wrath he remembers his free mercy.
3224,ISA,63,15,16,"The church, in her prayer,"
3225,ISA,63,17,19,"and complaint, professes her faith."
3226,ISA,64,1,3,The church prays for the illustration of God's power.
3227,ISA,64,4,8,"Celebrating God's mercy, it makes confession of their natural corruptions."
